L1,L2,L3,switch
1.71,1.84,1.85,not_switch
1.06,5.28,3.95,switch
0.63,0.72,0.75,not_switch
3.1,5.93,1.43,switch
4.12,4.2,4.03,not_switch
-0.66,-1.8,0.66,switch
2.94,2.75,2.93,not_switch
-1.74,1.39,0.33,switch
2.78,2.94,2.9,not_switch
4.31,2.79,1.15,switch
2.33,2.27,2.28,not_switch
4.4,2.62,0.32,switch
3.58,3.37,3.59,not_switch
3.89,2.07,5.38,switch
4.95,4.92,4.86,not_switch
6.1,2.62,0.41,switch
3.91,3.94,3.88,not_switch
4.67,2.04,3.29,switch
1.93,2.08,1.95,not_switch
0.43,2.37,3.82,switch
2.16,2.22,2.34,not_switch
-0.33,-1.37,0.56,switch
0.57,0.68,0.71,not_switch
3.08,1.55,3.95,switch
5.78,5.58,5.73,not_switch
0.41,0.17,-1.48,switch
2.51,2.6,2.7,not_switch
-2.69,-1.79,0.88,switch
4.32,4.41,4.3,not_switch
-2.77,-1.5,1.26,switch
2.21,2.33,2.28,not_switch
-2.01,-0.2,1.27,switch
0.51,0.53,0.61,not_switch
3.29,5.81,1.82,switch
2.42,2.34,2.27,not_switch
3.2,5.85,0.81,switch
5.56,5.69,5.6,not_switch
3.97,5.72,1.18,switch
3.2,3.2,3.2,not_switch
-0.55,-0.95,0.83,switch
5.25,5.24,5.04,not_switch
0.53,5.04,3.75,switch
1.54,1.41,1.42,not_switch
0.7,-2.89,-0.78,switch
5.76,5.83,5.84,not_switch
3.87,0.97,2.66,switch
1.74,1.56,1.77,not_switch
-0.02,-0.96,-1.46,switch
1.6,1.4,1.53,not_switch
4.22,2.8,1.14,switch
1.96,1.95,1.91,not_switch
1.31,2.59,6.23,switch
3.24,3.18,3.16,not_switch
-0.45,-0.0,-0.57,switch
2.84,3.05,2.92,not_switch
1.03,-1.7,-3.36,switch
5.17,5.04,5.11,not_switch
6.45,3.96,2.21,switch
5.0,5.01,5.16,not_switch
2.29,1.28,5.37,switch
0.66,0.6,0.6,not_switch
2.71,0.85,5.58,switch
3.83,3.94,3.81,not_switch
5.42,0.88,3.04,switch
1.34,1.3,1.28,not_switch
-1.31,-0.2,0.95,switch
2.4,2.48,2.57,not_switch
6.47,3.76,0.69,switch
1.43,1.38,1.45,not_switch
1.13,2.16,4.54,switch
3.12,3.01,3.04,not_switch
3.36,5.29,0.56,switch
3.97,3.99,3.83,not_switch
2.22,5.41,3.14,switch
1.17,1.23,1.28,not_switch
1.69,3.24,6.42,switch
4.48,4.62,4.56,not_switch
-1.56,-1.2,1.22,switch
0.81,0.71,0.66,not_switch
4.5,1.15,2.11,switch
4.57,4.4,4.49,not_switch
0.21,0.48,-3.39,switch
1.95,2.11,2.09,not_switch
-1.28,-1.95,1.4,switch
2.29,2.41,2.38,not_switch
0.6,2.44,3.92,switch
3.41,3.42,3.57,not_switch
5.08,3.04,1.81,switch
2.29,2.27,2.41,not_switch
2.3,3.78,6.37,switch
6.12,5.98,6.08,not_switch
3.39,1.48,4.55,switch
2.97,2.96,2.92,not_switch
3.62,6.15,0.96,switch
5.62,5.55,5.63,not_switch
3.92,0.62,2.92,switch
1.9,1.79,1.72,not_switch
1.64,3.21,4.35,switch
2.47,2.57,2.48,not_switch
3.33,4.56,1.21,switch
2.89,2.8,2.7,not_switch
-0.81,0.22,-0.39,switch
2.0,2.12,1.95,not_switch
1.05,3.77,5.27,switch
6.23,6.23,6.2,not_switch
1.45,0.12,-2.6,switch
4.79,4.78,4.67,not_switch
-1.99,0.06,-0.96,switch
1.96,1.95,2.05,not_switch
6.31,2.78,1.3,switch
5.63,5.67,5.55,not_switch
5.52,2.93,1.39,switch
4.26,4.32,4.28,not_switch
1.54,3.4,6.45,switch
2.48,2.39,2.3,not_switch
1.07,3.39,4.96,switch
5.23,5.15,5.23,not_switch
-0.59,1.37,0.14,switch
4.03,3.89,3.9,not_switch
0.08,-2.72,0.67,switch
4.18,4.3,4.29,not_switch
3.05,4.47,1.41,switch
0.94,0.92,0.72,not_switch
1.3,3.63,1.76,switch
4.71,4.71,4.76,not_switch
0.75,2.14,4.4,switch
1.98,1.8,1.92,not_switch
2.5,0.89,4.39,switch
1.19,0.99,1.12,not_switch
-1.13,0.1,-0.69,switch
6.11,6.14,6.19,not_switch
1.62,5.62,0.68,switch
3.63,3.78,3.74,not_switch
-2.73,-1.39,0.14,switch
2.73,2.7,2.61,not_switch
-0.93,-2.49,1.27,switch
3.18,3.3,3.3,not_switch
1.94,4.21,1.06,switch
1.38,1.25,1.33,not_switch
5.79,0.61,1.8,switch
1.6,1.59,1.59,not_switch
4.05,1.88,2.94,switch
6.32,6.31,6.23,not_switch
1.46,4.09,3.27,switch
0.59,0.56,0.52,not_switch
1.27,-0.05,-2.01,switch
1.29,1.2,1.19,not_switch
0.34,2.78,4.36,switch
5.26,5.12,5.08,not_switch
2.54,1.03,4.2,switch
0.67,0.74,0.67,not_switch
-1.23,1.33,0.29,switch
6.16,6.22,6.27,not_switch
3.7,2.15,5.95,switch
5.75,5.69,5.73,not_switch
0.63,2.52,3.55,switch
4.8,4.79,4.81,not_switch
1.12,1.76,4.8,switch
0.37,0.26,0.38,not_switch
3.57,1.39,4.07,switch
0.87,0.88,0.88,not_switch
1.38,2.63,6.37,switch
5.39,5.42,5.35,not_switch
6.0,3.13,1.58,switch
1.54,1.45,1.61,not_switch
-1.01,-1.91,0.71,switch
6.25,6.28,6.17,not_switch
4.99,3.64,2.38,switch
1.98,2.02,2.17,not_switch
3.22,0.81,5.36,switch
5.45,5.52,5.57,not_switch
-1.83,0.28,-3.28,switch
2.35,2.23,2.23,not_switch
3.43,4.2,2.47,switch
6.29,6.27,6.31,not_switch
0.53,1.89,3.67,switch
5.27,5.26,5.21,not_switch
2.9,4.48,1.75,switch
0.78,0.73,0.79,not_switch
3.01,1.96,5.28,switch
6.41,6.47,6.52,not_switch
1.03,-0.79,-1.6,switch
0.7,0.68,0.75,not_switch
1.29,0.11,-1.75,switch
0.62,0.53,0.47,not_switch
-0.1,1.29,-2.01,switch
0.7,0.7,0.6,not_switch
2.1,0.4,4.28,switch
3.08,3.07,3.16,not_switch
-1.56,-0.11,0.18,switch
4.62,4.56,4.61,not_switch
1.91,4.43,1.05,switch
4.7,4.73,4.69,not_switch
2.88,6.45,1.91,switch
3.98,4.09,4.07,not_switch
-1.24,-2.43,1.48,switch
6.52,6.37,6.39,not_switch
5.51,1.07,2.61,switch
2.92,2.88,2.98,not_switch
-0.6,-1.04,0.67,switch
2.86,2.99,2.9,not_switch
-0.16,0.66,-1.53,switch
2.26,2.28,2.31,not_switch
-1.26,-0.51,0.81,switch
5.85,5.87,6.0,not_switch
1.88,2.8,6.2,switch
1.15,1.21,1.26,not_switch
3.3,5.76,2.32,switch
3.0,3.09,3.07,not_switch
2.54,1.89,6.29,switch
6.03,6.07,5.87,not_switch
5.39,1.23,3.13,switch
2.65,2.61,2.62,not_switch
5.01,2.33,3.98,switch
4.37,4.4,4.4,not_switch
5.39,2.22,1.23,switch
5.5,5.52,5.47,not_switch
-0.04,-0.51,-0.6,switch
4.47,4.48,4.53,not_switch
5.15,1.32,2.65,switch
4.09,3.98,4.07,not_switch
-3.09,0.07,-1.08,switch
4.78,4.79,4.88,not_switch
1.02,2.88,4.96,switch
2.86,2.88,2.9,not_switch
-3.14,-1.13,0.95,switch
3.36,3.4,3.49,not_switch
5.66,3.17,2.48,switch
1.85,1.88,2.02,not_switch
-1.08,-1.88,0.46,switch
4.5,4.61,4.6,not_switch
1.75,1.95,4.02,switch
3.62,3.65,3.75,not_switch
4.79,0.88,3.83,switch
2.81,2.85,2.81,not_switch
3.09,0.57,4.57,switch
1.08,1.0,1.05,not_switch
5.41,1.51,1.98,switch
3.94,4.08,4.14,not_switch
1.24,-0.89,-0.35,switch
4.72,4.65,4.53,not_switch
6.14,0.77,1.83,switch
5.42,5.34,5.51,not_switch
4.07,1.75,3.38,switch
3.08,3.06,3.07,not_switch
0.47,-2.17,-0.78,switch
5.31,5.26,5.42,not_switch
-3.06,0.08,-0.0,switch
1.12,1.11,1.22,not_switch
6.0,3.4,1.2,switch
2.25,2.37,2.37,not_switch
1.78,3.36,6.34,switch
1.67,1.59,1.65,not_switch
0.0,-1.7,-0.78,switch
6.26,6.38,6.35,not_switch
-0.52,-1.55,0.13,switch
6.38,6.42,6.25,not_switch
1.51,3.74,0.4,switch
4.2,4.1,4.13,not_switch
2.69,0.99,6.34,switch
5.61,5.58,5.51,not_switch
0.92,-1.08,-0.5,switch
3.28,3.18,3.29,not_switch
0.97,3.91,2.11,switch
2.35,2.52,2.37,not_switch
1.49,4.78,1.76,switch
0.88,0.86,0.87,not_switch
-1.82,1.0,-2.01,switch
5.14,5.36,5.34,not_switch
4.72,1.73,2.61,switch
3.76,3.8,3.88,not_switch
1.07,2.76,4.36,switch
3.7,3.65,3.57,not_switch
0.65,5.51,2.65,switch
5.63,5.76,5.72,not_switch
5.03,3.68,2.19,switch
2.64,2.72,2.59,not_switch
-1.03,-1.37,0.7,switch
6.37,6.41,6.33,not_switch
0.46,4.86,3.25,switch
6.2,6.22,6.24,not_switch
1.77,1.78,5.08,switch
3.29,3.18,3.22,not_switch
0.36,-0.63,-0.79,switch
5.52,5.51,5.52,not_switch
3.05,3.73,1.79,switch
5.48,5.53,5.54,not_switch
3.04,4.64,2.31,switch
4.84,4.92,4.96,not_switch
4.33,3.88,2.09,switch
1.9,1.88,1.74,not_switch
1.42,-1.28,-1.94,switch
4.98,5.01,4.96,not_switch
2.96,6.36,1.33,switch
2.82,2.81,2.81,not_switch
4.59,2.93,0.48,switch
3.23,3.32,3.23,not_switch
4.83,2.69,0.51,switch
5.12,5.2,5.05,not_switch
1.72,2.87,5.07,switch
4.04,3.96,3.95,not_switch
3.59,1.64,1.03,switch
3.03,3.13,3.14,not_switch
5.69,0.52,3.11,switch
2.91,2.9,2.79,not_switch
0.3,-1.85,-1.42,switch
3.24,3.33,3.44,not_switch
-1.64,-1.59,0.07,switch
4.59,4.49,4.63,not_switch
5.59,3.62,2.43,switch
4.27,4.29,4.26,not_switch
4.45,1.5,0.95,switch
4.95,4.89,4.85,not_switch
3.02,1.58,5.74,switch
4.63,4.73,4.8,not_switch
2.9,4.45,1.1,switch
5.75,5.9,5.77,not_switch
2.06,3.94,4.13,switch
5.54,5.55,5.55,not_switch
5.13,2.29,2.54,switch
0.9,0.9,0.99,not_switch
0.8,-0.52,-0.91,switch
5.67,5.64,5.52,not_switch
1.31,-0.51,-1.69,switch
1.19,1.21,1.3,not_switch
5.9,3.63,1.54,switch
2.19,2.1,2.2,not_switch
0.3,-0.71,-2.99,switch
4.88,4.87,4.86,not_switch
1.51,3.52,2.28,switch
0.94,1.09,1.03,not_switch
3.48,5.68,1.44,switch
6.31,6.31,6.34,not_switch
-1.25,1.28,-0.87,switch
0.49,0.54,0.64,not_switch
0.16,-1.13,0.22,switch
4.38,4.36,4.51,not_switch
2.83,1.05,5.3,switch
4.48,4.55,4.67,not_switch
3.35,4.39,2.15,switch
5.23,5.13,5.15,not_switch
0.6,-1.08,-2.34,switch
6.41,6.37,6.43,not_switch
2.55,4.62,2.21,switch
3.73,3.74,3.61,not_switch
1.8,1.73,3.9,switch
4.55,4.46,4.45,not_switch
-1.48,1.37,-2.84,switch
4.3,4.21,4.25,not_switch
-1.6,1.25,-3.36,switch
5.66,5.59,5.67,not_switch
-1.11,1.09,-3.02,switch
4.15,4.2,4.28,not_switch
0.93,4.98,3.74,switch
2.39,2.39,2.36,not_switch
-2.62,-1.13,1.33,switch
2.24,2.23,2.39,not_switch
-2.83,1.19,-0.71,switch
0.8,0.83,0.82,not_switch
5.99,2.36,3.79,switch
2.44,2.39,2.42,not_switch
-3.47,0.69,-1.62,switch
1.53,1.52,1.59,not_switch
6.06,3.44,2.01,switch
3.71,3.63,3.76,not_switch
1.26,-2.25,-0.98,switch
3.33,3.31,3.12,not_switch
1.71,1.87,4.49,switch
3.69,3.64,3.69,not_switch
2.74,4.56,1.48,switch
0.93,0.82,0.9,not_switch
2.88,5.14,0.7,switch
3.31,3.35,3.34,not_switch
0.26,-1.57,0.58,switch
5.84,5.88,5.88,not_switch
0.62,-1.99,-3.26,switch
3.2,3.23,3.3,not_switch
3.45,0.94,6.19,switch
0.95,0.96,0.85,not_switch
4.81,1.07,3.01,switch
6.46,6.47,6.55,not_switch
0.62,2.97,6.24,switch
3.62,3.62,3.67,not_switch
2.26,3.59,4.69,switch
6.33,6.34,6.13,not_switch
0.85,3.25,5.11,switch
0.45,0.51,0.35,not_switch
0.17,0.39,-1.13,switch
2.22,2.13,2.26,not_switch
5.02,3.41,0.59,switch
5.91,5.89,5.9,not_switch
-0.18,-3.19,-1.29,switch
6.35,6.37,6.18,not_switch
-0.71,0.09,-3.08,switch
2.62,2.83,2.74,not_switch
5.39,3.91,1.55,switch
6.0,6.17,6.05,not_switch
2.72,1.36,5.77,switch
1.42,1.24,1.3,not_switch
1.69,6.18,3.09,switch
6.34,6.16,6.26,not_switch
-0.13,-1.4,-2.43,switch
1.86,1.83,1.87,not_switch
0.05,-3.15,0.09,switch
3.74,3.6,3.73,not_switch
1.42,-1.42,-2.89,switch
0.94,1.03,0.99,not_switch
0.87,-2.99,-1.46,switch
3.44,3.61,3.55,not_switch
2.1,6.02,1.53,switch
4.58,4.64,4.59,not_switch
0.67,-0.7,-0.48,switch
1.13,1.15,0.93,not_switch
-2.53,-0.52,1.37,switch
3.61,3.73,3.62,not_switch
0.52,5.33,1.7,switch
2.14,2.09,2.01,not_switch
2.29,3.13,4.75,switch
5.48,5.41,5.48,not_switch
1.39,5.87,2.54,switch
3.12,3.0,3.15,not_switch
1.61,2.13,5.17,switch
2.19,2.25,2.05,not_switch
0.09,-0.64,-1.02,switch
2.37,2.47,2.29,not_switch
0.95,1.5,6.28,switch
0.49,0.36,0.35,not_switch
2.64,0.67,6.27,switch
5.03,4.96,4.83,not_switch
4.95,1.01,3.0,switch
0.79,0.92,0.85,not_switch
1.75,1.3,4.68,switch
0.74,0.79,0.7,not_switch
-1.73,-1.75,1.44,switch
5.54,5.51,5.37,not_switch
5.25,0.78,1.61,switch
6.37,6.25,6.34,not_switch
1.08,5.47,3.11,switch
3.02,3.19,2.98,not_switch
1.06,-2.7,-0.73,switch
0.65,0.52,0.67,not_switch
4.68,1.95,3.62,switch
1.3,1.34,1.33,not_switch
2.71,1.39,5.56,switch
4.11,4.11,4.03,not_switch
5.27,0.44,3.11,switch
6.35,6.4,6.27,not_switch
2.96,0.64,4.89,switch
3.51,3.48,3.37,not_switch
3.94,1.04,4.16,switch
4.31,4.27,4.32,not_switch
4.99,0.92,2.61,switch
4.04,4.11,4.16,not_switch
0.33,3.11,3.79,switch
0.82,0.72,0.66,not_switch
0.51,-0.9,-1.73,switch
0.74,0.72,0.74,not_switch
0.47,0.06,-1.83,switch
4.01,4.0,4.0,not_switch
1.84,1.89,5.75,switch
2.5,2.46,2.4,not_switch
-0.37,-3.03,0.08,switch
3.27,3.29,3.36,not_switch
6.11,0.81,1.9,switch
4.81,4.84,4.88,not_switch
-1.82,0.69,-0.5,switch
4.34,4.28,4.25,not_switch
-1.3,1.2,-1.43,switch
0.62,0.6,0.68,not_switch
2.83,6.22,0.87,switch
4.81,4.88,4.87,not_switch
-2.82,0.04,0.92,switch
3.94,3.9,3.95,not_switch
-1.17,-1.06,0.39,switch
1.21,1.19,1.07,not_switch
2.68,1.7,5.45,switch
2.51,2.58,2.46,not_switch
-2.55,1.06,-0.49,switch
2.59,2.64,2.49,not_switch
1.07,4.75,2.59,switch
2.83,2.77,2.69,not_switch
3.4,3.76,0.37,switch
5.0,5.06,5.0,not_switch
1.06,3.49,4.72,switch
0.36,0.43,0.43,not_switch
-2.93,0.89,0.46,switch
0.87,0.99,1.05,not_switch
-1.76,-2.56,1.22,switch
4.74,4.85,4.85,not_switch
-0.79,1.33,-0.79,switch
2.68,2.75,2.85,not_switch
1.55,2.55,5.31,switch
1.54,1.62,1.72,not_switch
2.24,0.4,6.24,switch
2.54,2.57,2.52,not_switch
-0.17,-2.88,-0.98,switch
2.25,2.31,2.3,not_switch
3.11,5.93,1.43,switch
5.69,5.68,5.56,not_switch
-1.99,-0.63,1.34,switch
6.03,5.95,6.05,not_switch
0.36,-1.24,-2.83,switch
1.6,1.72,1.57,not_switch
-1.74,-1.56,1.29,switch
0.23,0.36,0.44,not_switch
0.54,6.11,2.29,switch
4.54,4.54,4.65,not_switch
0.94,-2.99,-0.02,switch
6.14,6.31,6.31,not_switch
2.66,4.03,0.96,switch
2.67,2.7,2.65,not_switch
-0.2,0.7,-1.75,switch
4.19,4.14,4.09,not_switch
1.68,5.53,2.12,switch
0.54,0.48,0.57,not_switch
4.04,2.74,1.15,switch
3.75,3.62,3.63,not_switch
4.16,0.51,3.49,switch
3.7,3.55,3.64,not_switch
0.56,-0.59,-1.79,switch
2.4,2.33,2.39,not_switch
1.08,2.83,6.41,switch
3.94,3.83,3.8,not_switch
2.09,1.11,5.17,switch
1.09,1.03,1.22,not_switch
-0.21,0.07,-2.09,switch
1.6,1.46,1.54,not_switch
1.89,0.54,5.11,switch
0.89,0.89,0.96,not_switch
2.9,0.51,4.22,switch
3.67,3.62,3.46,not_switch
-1.62,1.23,-0.9,switch
3.63,3.66,3.54,not_switch
-1.76,-1.13,0.94,switch
5.37,5.33,5.29,not_switch
0.19,-0.16,-1.64,switch
1.85,1.85,1.83,not_switch
2.16,5.18,1.78,switch
3.29,3.2,3.27,not_switch
1.82,2.77,4.26,switch
2.49,2.48,2.48,not_switch
4.92,1.37,3.82,switch
2.47,2.27,2.34,not_switch
-2.41,-1.39,0.1,switch
6.13,6.2,6.16,not_switch
5.35,2.39,1.88,switch
2.94,2.99,2.83,not_switch
3.54,6.0,0.94,switch
2.6,2.49,2.39,not_switch
5.59,2.6,2.0,switch
0.6,0.64,0.78,not_switch
-2.58,0.55,0.19,switch
6.0,5.95,6.1,not_switch
0.36,3.42,5.26,switch
1.51,1.45,1.44,not_switch
1.49,5.5,3.08,switch
6.49,6.26,6.38,not_switch
2.42,6.02,3.53,switch
0.87,0.72,0.73,not_switch
-1.66,1.02,-0.85,switch
6.53,6.49,6.5,not_switch
2.14,6.19,3.42,switch
2.78,2.76,2.7,not_switch
0.97,3.15,6.39,switch
5.37,5.46,5.38,not_switch
1.95,5.53,0.79,switch
5.8,5.71,5.85,not_switch
5.98,2.96,1.84,switch
2.51,2.58,2.58,not_switch
0.74,4.1,2.63,switch
1.49,1.49,1.66,not_switch
4.02,1.13,2.72,switch
0.93,0.88,0.84,not_switch
6.03,0.68,2.97,switch
1.55,1.72,1.67,not_switch
2.78,1.42,5.58,switch
4.36,4.32,4.21,not_switch
1.0,-0.25,-2.84,switch
6.17,6.2,6.38,not_switch
3.56,2.86,1.52,switch
2.91,2.93,2.85,not_switch
2.2,0.31,5.53,switch
1.66,1.69,1.76,not_switch
-0.82,-1.62,1.31,switch
5.65,5.52,5.68,not_switch
5.04,1.08,3.19,switch
5.87,5.93,5.79,not_switch
2.93,4.58,1.0,switch
5.54,5.42,5.51,not_switch
3.11,1.13,4.02,switch
6.12,5.96,6.03,not_switch
0.62,3.73,2.06,switch
2.24,2.35,2.32,not_switch
3.15,1.68,6.21,switch
5.32,5.3,5.41,not_switch
1.78,3.37,5.24,switch
1.42,1.41,1.41,not_switch
1.24,4.54,2.55,switch
1.5,1.38,1.31,not_switch
1.81,5.45,1.91,switch
0.57,0.57,0.6,not_switch
-0.84,0.73,-1.94,switch
6.24,6.24,6.34,not_switch
0.18,-0.57,-0.77,switch
4.15,4.22,4.22,not_switch
0.4,-3.32,1.07,switch
1.88,1.94,1.79,not_switch
0.88,1.85,6.03,switch
4.58,4.56,4.59,not_switch
0.42,-1.45,-2.92,switch
5.47,5.38,5.54,not_switch
0.51,-1.81,-1.0,switch
6.32,6.2,6.29,not_switch
0.34,-1.0,1.24,switch
0.86,0.92,0.91,not_switch
-1.22,0.62,-2.13,switch
3.37,3.3,3.24,not_switch
2.93,1.3,4.47,switch
3.18,3.08,3.14,not_switch
2.23,3.89,6.32,switch
1.8,1.57,1.75,not_switch
3.25,4.07,0.75,switch
3.76,3.67,3.76,not_switch
0.68,6.41,2.65,switch
5.21,5.22,5.05,not_switch
-1.99,-0.93,0.98,switch
3.69,3.73,3.7,not_switch
2.83,1.88,6.35,switch
4.63,4.62,4.73,not_switch
-2.0,-2.07,0.76,switch
4.15,4.23,4.31,not_switch
-0.31,-1.71,1.44,switch
6.36,6.36,6.38,not_switch
4.76,3.86,0.79,switch
1.63,1.71,1.62,not_switch
-0.28,1.29,-2.2,switch
1.02,1.04,0.99,not_switch
-3.4,1.33,-0.56,switch
5.65,5.59,5.74,not_switch
1.0,5.1,3.4,switch
6.58,6.47,6.46,not_switch
0.77,2.13,6.35,switch
3.12,3.14,3.26,not_switch
0.95,3.23,5.21,switch
3.99,3.83,3.78,not_switch
1.1,0.21,-2.74,switch
0.99,0.95,0.95,not_switch
1.06,-2.22,0.35,switch
0.52,0.7,0.59,not_switch
2.28,4.48,2.57,switch
5.55,5.74,5.57,not_switch
-1.7,-2.63,0.2,switch
5.45,5.56,5.51,not_switch
1.2,-2.57,-0.25,switch
5.47,5.46,5.54,not_switch
-2.24,-1.76,1.14,switch
0.35,0.43,0.29,not_switch
2.6,5.09,0.54,switch
2.45,2.41,2.37,not_switch
2.88,4.74,1.79,switch
4.09,4.21,4.21,not_switch
5.63,2.34,3.22,switch
2.2,2.31,2.14,not_switch
0.96,5.81,2.26,switch
5.16,5.27,5.18,not_switch
1.91,6.44,1.86,switch
1.21,1.41,1.23,not_switch
-0.71,0.05,0.36,switch
5.83,5.77,5.8,not_switch
1.44,6.23,2.57,switch
0.44,0.28,0.28,not_switch
0.79,4.27,1.86,switch
0.69,0.48,0.47,not_switch
1.68,2.31,5.97,switch
5.32,5.46,5.42,not_switch
0.08,-0.18,-2.05,switch
3.24,3.06,3.19,not_switch
-0.66,-1.62,0.33,switch
2.9,3.0,3.04,not_switch
3.04,1.43,3.61,switch
4.37,4.32,4.21,not_switch
1.08,2.05,3.61,switch
2.48,2.36,2.44,not_switch
-0.97,-2.09,0.28,switch
2.6,2.67,2.62,not_switch
-1.62,-0.38,1.49,switch
5.98,6.07,6.05,not_switch
5.87,0.52,3.46,switch
4.86,5.07,4.97,not_switch
1.63,4.39,1.53,switch
4.75,4.75,4.68,not_switch
3.09,4.26,0.93,switch
2.46,2.55,2.34,not_switch
-1.1,0.26,-0.65,switch
2.0,1.93,1.92,not_switch
-0.07,-0.34,-1.97,switch
1.5,1.68,1.51,not_switch
1.08,-1.86,0.2,switch
5.11,4.95,5.03,not_switch
5.84,1.18,2.97,switch
5.08,5.14,4.96,not_switch
1.13,-0.55,-0.4,switch
1.32,1.3,1.29,not_switch
0.04,-1.4,-0.22,switch
1.1,1.21,1.26,not_switch
0.67,5.77,3.5,switch
2.21,2.2,2.28,not_switch
5.5,0.42,2.79,switch
5.61,5.4,5.49,not_switch
-1.27,-1.19,0.12,switch
6.11,6.24,6.13,not_switch
3.13,6.47,2.02,switch
3.96,3.96,4.07,not_switch
-1.97,-1.32,1.48,switch
0.41,0.48,0.45,not_switch
-1.85,0.86,-1.8,switch
2.92,3.01,2.94,not_switch
2.63,5.94,2.2,switch
1.37,1.42,1.44,not_switch
4.23,1.73,0.48,switch
1.96,1.92,2.09,not_switch
1.22,3.63,5.5,switch
1.3,1.38,1.3,not_switch
1.75,3.58,5.27,switch
1.37,1.5,1.32,not_switch
5.63,1.88,1.86,switch
1.97,2.07,1.99,not_switch
3.09,5.5,1.6,switch
0.94,0.84,0.83,not_switch
0.36,-1.65,-0.07,switch
2.84,2.99,2.95,not_switch
1.21,-0.68,0.22,switch
5.24,5.18,5.25,not_switch
4.1,3.38,1.62,switch
4.98,5.09,4.94,not_switch
2.68,0.78,5.48,switch
3.88,3.96,3.84,not_switch
2.14,1.63,4.63,switch
5.42,5.42,5.42,not_switch
-0.67,-1.27,0.85,switch
1.17,1.13,1.07,not_switch
0.27,-0.82,-0.61,switch
5.42,5.47,5.54,not_switch
2.73,0.67,4.65,switch
5.66,5.73,5.54,not_switch
1.3,3.97,4.69,switch
3.38,3.25,3.45,not_switch
-0.07,0.0,-1.96,switch
3.39,3.37,3.26,not_switch
0.02,-0.12,-0.55,switch
2.28,2.42,2.36,not_switch
0.39,-0.57,-2.67,switch
0.84,0.8,0.84,not_switch
2.65,1.95,6.28,switch
2.37,2.22,2.38,not_switch
0.51,-2.02,-0.89,switch
0.58,0.46,0.58,not_switch
5.55,3.06,0.41,switch
3.47,3.52,3.47,not_switch
1.23,-0.28,-2.33,switch
5.53,5.39,5.55,not_switch
-2.08,-1.09,0.59,switch
5.25,5.25,5.07,not_switch
1.42,5.04,3.45,switch
3.99,4.01,3.97,not_switch
-1.15,0.02,-3.05,switch
1.8,1.95,1.9,not_switch
3.85,2.16,5.13,switch
5.35,5.22,5.37,not_switch
2.84,5.63,1.12,switch
0.71,0.85,0.75,not_switch
-2.73,1.17,0.45,switch
3.15,3.23,3.07,not_switch
2.74,0.54,4.88,switch
0.36,0.43,0.52,not_switch
-0.18,-0.65,-0.1,switch
0.4,0.27,0.38,not_switch
-0.56,-0.83,0.87,switch
6.23,6.24,6.29,not_switch
5.24,2.33,1.49,switch
4.87,4.85,4.91,not_switch
1.65,4.93,3.11,switch
6.1,5.92,5.89,not_switch
0.57,-0.85,-1.16,switch
2.75,2.74,2.73,not_switch
1.56,2.17,4.91,switch
2.73,2.73,2.65,not_switch
-0.97,-2.04,0.64,switch
5.7,5.65,5.78,not_switch
6.36,1.54,1.89,switch
0.41,0.39,0.44,not_switch
-1.46,0.7,-0.67,switch
0.33,0.4,0.33,not_switch
-1.57,-2.51,-0.15,switch
1.07,1.01,1.06,not_switch
4.24,3.69,2.12,switch
4.98,4.86,4.93,not_switch
2.28,3.45,5.22,switch
3.49,3.53,3.64,not_switch
4.99,2.18,1.57,switch
1.52,1.43,1.57,not_switch
-0.06,-1.06,1.06,switch
2.23,2.19,2.12,not_switch
-0.37,0.6,-0.79,switch
6.29,6.25,6.28,not_switch
4.98,1.88,1.7,switch
4.43,4.65,4.64,not_switch
2.57,4.7,1.06,switch
5.46,5.46,5.63,not_switch
1.76,0.64,4.01,switch
0.7,0.79,0.8,not_switch
-0.48,-2.25,0.05,switch
3.4,3.34,3.38,not_switch
5.58,1.21,1.77,switch
5.55,5.52,5.64,not_switch
6.15,1.0,2.58,switch
0.63,0.59,0.74,not_switch
5.81,1.58,3.1,switch
3.45,3.3,3.37,not_switch
1.61,2.74,4.8,switch
2.27,2.1,2.11,not_switch
-0.54,0.87,-0.24,switch
5.03,4.99,4.92,not_switch
3.12,5.51,1.05,switch
5.94,5.81,5.85,not_switch
3.7,1.0,4.3,switch
6.01,6.06,6.16,not_switch
2.21,4.93,1.26,switch
3.31,3.45,3.39,not_switch
-0.84,-0.77,1.21,switch
5.53,5.53,5.72,not_switch
3.12,1.83,6.0,switch
4.46,4.53,4.35,not_switch
3.71,2.03,5.22,switch
2.29,2.32,2.34,not_switch
5.75,1.93,3.26,switch
1.37,1.39,1.45,not_switch
2.04,4.32,3.66,switch
4.15,4.22,4.23,not_switch
0.14,-0.54,-2.08,switch
4.34,4.35,4.49,not_switch
4.05,2.89,0.92,switch
3.65,3.6,3.57,not_switch
2.18,1.14,5.73,switch
3.41,3.39,3.32,not_switch
2.84,1.23,6.03,switch
1.24,1.23,1.14,not_switch
0.74,0.29,-2.17,switch
6.3,6.39,6.35,not_switch
-1.01,-0.08,-2.86,switch
4.54,4.61,4.49,not_switch
-0.96,0.32,-1.38,switch
5.66,5.6,5.59,not_switch
6.07,2.71,0.53,switch
